GENE	Glycerol_5.7	Glycerol_7	Pyruvate_5.7	Pyruvate_7	Pfam	GO
MT_RS01490	229.2025	330.2005	310.6835	284.2890	AAA,AAA_lid_6,Mg_chelatase,RuvB_N	GO:0005524,GO:0006281,GO:0006310,GO:0009378
MT_RS01495	261.0995	370.8895	316.8865	320.8295	T7SS_ESX1_EccB	
MT_RS01500	155.8330	243.6170	222.6475	207.5135	FtsK_SpoIIIE	GO:0000166,GO:0003677,GO:0005524
MT_RS01505	336.5820	864.2135	730.5860	645.2600	PE	
MT_RS01510	143.3890	220.8245	187.8920	183.2985	PPE	
MT_RS01515	1302.6650	2088.4100	1659.4950	1808.3550	WXG100	
MT_RS01520	976.7620	1161.4300	1239.6650	1084.2620	WXG100	
MT_RS01525	327.7490	447.1820	353.1880	429.7180	ESX-1_EspG	
MT_RS01530	276.6735	429.9040	303.7075	404.8535	YukD	
MT_RS01535	228.1505	355.9260	265.6895	306.3600	Peptidase_S8	GO:0004252,GO:0006508
MT_RS01540	111.1885	153.6480	126.3225	136.9815	EccE	
MT_RS01545	289.6760	123.4485	130.2405	99.0209	Abhydrolase_1	
MT_RS01550	20.0494	24.5968	28.1236	22.4799	MTS,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31	GO:0008168
MT_RS01555	122.4425	195.5105	200.5225	170.4890	Sulphotransf	
MT_RS01560	58.0979	104.5240	118.6005	109.9540	Phosphodiest,Sulfatase	GO:0003824,GO:0008484
MT_RS01565	445.4240	274.7115	218.6555	297.6380	PE	
MT_RS01570	0.0000	0.0000	0.0000	0.0000	RHH_1	GO:0006355
MT_RS01575	483.1955	768.9965	758.1580	852.9815		
MT_RS01580	0.0000	0.0000	0.0000	0.0000	RHH_1	GO:0006355
MT_RS01585	161.9760	194.2825	208.2355	160.9840	PIN	
MT_RS01590	55.2702	74.5958	71.1560	73.7130	TetR_C_6,TetR_N	GO:0003677
MT_RS01595	59.9295	65.5237	69.1298	66.2291	KR,adh_short,adh_short_C2	
MT_RS01600	22.1012	28.9960	19.5848	26.0092	PPE,Pentapeptide_2	
MT_RS01605	38.3884	32.3065	40.5864	41.0040	Nitroreductase	
MT_RS01610	333.5220	116.7415	219.9590	231.5445		
MT_RS01615	332.9420	341.0430	499.9445	367.1280	PAP2	
MT_RS01620	515.2815	880.0400	611.3300	821.8335		
MT_RS01625	55.8329	79.1312	78.4647	75.4857	SnoaL_4	
MT_RS01630	94.2462	24.7484	32.8440	40.1729		
MT_RS01635	195.3580	237.9430	182.8050	192.3885	HSP70	
MT_RS01640	1279.2200	701.5415	652.3235	640.2865		
MT_RS01645	335.8580	636.0235	412.4230	625.3830		
MT_RS01650	282.8140	781.6135	690.3930	742.0280	Glyco_hydro_16	GO:0004553,GO:0005975
MT_RS01655	76.5765	109.9839	104.1585	95.1166	MIase	
MT_RS01660	143.9405	146.9585	149.4410	140.6345	GDPD	GO:0006629,GO:0008081
MT_RS01670	42.6465	78.3342	57.9245	71.0953	Zip	GO:0016020,GO:0030001,GO:0046873,GO:0055085
MT_RS01675	41.9954	57.2700	49.4498	51.4192	Peptidase_C15	
MT_RS01680	24.4529	202.0955	23.4943	153.0545		
MT_RS01685	121.3150	261.7065	203.8405	255.1210	DCD,dUTPase	GO:0008829,GO:0009394
MT_RS01690	19.0309	10.1090	14.2858	9.8784	UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N	GO:0016616,GO:0051287,GO:0055114
MT_RS01695	34.2557	32.7417	32.5889	35.2600	PIG-L	
MT_RS01700	41.3588	31.6204	25.2006	29.6534	HTH_20,HTH_5,HTH_IclR,Rhodanese	GO:0003677,GO:0003700,GO:0006355
MT_RS01705	0.0000	0.0000	0.0000	0.0000		
MT_RS01710	12.3522	10.3896	11.6497	8.6288	Methyltransf_11,Methyltransf_25	GO:0008168
MT_RS01715	20.3901	15.5969	25.2674	15.5955	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS01720	115.6130	145.9880	86.0868	126.8780	TetR_C_6,TetR_N	GO:0003677
MT_RS01725	32.9068	49.9359	38.0426	40.3447	Methyltransf_11,Methyltransf_23,Methyltransf_25,Methyltransf_31,Ubie_methyltran	GO:0008168
MT_RS01730	22.3421	21.9032	24.6307	21.1687	TetR_N	GO:0003677
MT_RS01735	26.6921	37.9057	30.4689	40.7315	Pyr_redox_2	GO:0016491,GO:0055114
MT_RS01740	166.5145	168.3820	165.5160	156.6605	MDMPI_C,MDMPI_N	GO:0046872
MT_RS01745	176.9515	218.0895	234.8360	227.2680	SnoaL_2	
MT_RS01750	48.3703	47.4625	57.3132	51.4411	NTP_transf_3,NTP_transferase	GO:0009058,GO:0016779
MT_RS01760	231.3910	89.7395	71.0824	44.7412	DUF222	
MT_RS01765	152.1510	174.7605	173.0145	150.7510	Aminotran_1_2,DegT_DnrJ_EryC1	GO:0009058,GO:0030170
MT_RS01770	233.9550	308.1050	304.3725	269.6930	CCG,Fer4_10,Fer4_8,Fer4_9	
MT_RS01775	41.9646	52.7373	39.0555	42.1258	GerE	GO:0006355
MT_RS01780	120.3285	145.7140	76.5785	113.9335		
MT_RS01785	490.8630	1578.1050	93.4837	460.1410		
MT_RS01790	118.3605	172.2470	57.2892	85.3531	Dynamin_N,MMR_HSR1	GO:0005525
MT_RS01795	158.6035	226.2785	147.5485	154.7820	Dynamin_N,MMR_HSR1	GO:0005525
MT_RS01800	81.9168	124.8695	124.3250	113.7535		
MT_RS01805	115.6885	116.9285	119.0060	121.9020	NTP_transf_3	
MT_RS01810	189.7720	332.1050	272.8805	340.5210	AA_permease,AA_permease_2	GO:0016020,GO:0022857,GO:0055085
MT_RS01815	94.5786	95.2851	90.2086	100.9227		
MT_RS01820	204.2960	154.2035	228.5350	140.3285		
MT_RS01825	73.6288	74.9982	62.4381	59.2595		
MT_RS01830	463.3005	292.5770	808.5035	345.6650	HSP70,MreB_Mbl	
MT_RS01835	137.3735	95.1837	249.8300	96.0868	GrpE	GO:0000774,GO:0006457,GO:0042803,GO:0051087
MT_RS01840	330.2420	224.2915	428.2375	227.0430	DnaJ,DnaJ_C,DnaJ_CXXCXGXG	GO:0031072,GO:0051082
MT_RS01845	148.1420	117.9510	193.7055	99.5410	MerR,MerR_1,MerR_2	GO:0003677,GO:0006355
MT_RS01850	25.6003	29.2108	24.4015	22.6118	PPE,Pentapeptide_2	
MT_RS01855	137.4185	203.1660	182.1145	181.8665	4HBT	
MT_RS01860	60.3396	73.5136	74.8407	67.1583	Adenylsucc_synt	GO:0004019,GO:0005525,GO:0006164
MT_RS01865	28.6796	40.4945	34.7992	35.8139		
MT_RS01870	41.1021	70.8013	60.6227	65.3586		
MT_RS01875	102.3561	178.4820	111.7028	180.3095	DUF3151	
MT_RS01880	130.5180	144.0865	223.6520	144.1075		
MT_RS01885	32.7554	45.3457	47.2776	40.9774	CBS,MgtE,MgtE_N	GO:0006812,GO:0008324
MT_RS01890	223.7795	297.9290	300.0100	309.9615	F_bP_aldolase	GO:0005975,GO:0008270,GO:0016832
MT_RS01895	231.9245	403.7175	369.2390	382.1890	SNARE_assoc	
MT_RS01900	55.4408	51.3382	43.7918	49.2963	Glyco_hydro_76	
MT_RS01905	20.5140	22.6982	20.4268	17.2518	AAA_33,Zeta_toxin	GO:0005524,GO:0016301
MT_RS01910	729.1050	466.4885	413.3505	395.2750	ParD_like	
MT_RS01915	12.8994	8.0775	11.2497	9.0837	VWA_CoxE	
MT_RS01920	32.8771	20.2533	31.6828	25.9986	COXG,Polyketide_cyc2	
MT_RS01925	18.6414	8.0602	16.5315	7.7251	AAA,AAA_5	GO:0005524,GO:0016887
MT_RS01930	10.9295	4.2739	7.4907	5.7645	NTP_transf_3	
MT_RS01935	9.3667	3.9245	6.4793	5.2466	XdhC_C,XdhC_CoxI	
MT_RS01940	16.8209	9.3985	10.9485	10.2256	Ald_Xan_dh_C,Ald_Xan_dh_C2	GO:0016491,GO:0055114
MT_RS01945	14.1634	5.8511	8.5906	7.4605	Fer2,Fer2_2	GO:0009055,GO:0016491,GO:0046872,GO:0051536,GO:0055114
MT_RS01950	10.5988	8.1389	9.5009	10.4474	CO_deh_flav_C,FAD_binding_5	GO:0016491,GO:0055114
MT_RS01955	74.3225	19.3950	28.8113	21.4583	XdhC_C,XdhC_CoxI	
MT_RS01960	63.4371	38.8488	43.2523	40.4896	HTH_1,LysR_substrate	GO:0003700,GO:0006355
MT_RS01965	0.0000	0.0000	0.0000	0.0000		
MT_RS01970	0.0000	0.0000	0.0000	0.0000	Dodecin	
MT_RS01975	100.2966	219.3505	159.6145	211.8205	SpoU_methylase	GO:0003723,GO:0006396,GO:0008173
MT_RS01980	207.2895	260.4800	238.0260	217.6405		
MT_RS01985	143.3530	176.7360	151.3735	148.4905	Pribosyltran	GO:0009116
MT_RS01990	581.5060	596.1565	515.8885	497.6720		
MT_RS01995	198.6400	130.9725	174.4605	198.4110	AAA,AAA_2,AAA_5,AAA_lid_9,ClpB_D2-small,Clp_N,Sigma54_activat	GO:0005524,GO:0006355,GO:0008134,GO:0016887
MT_RS02000	64.8242	42.8507	55.4472	42.0807	FAD_binding_6,Globin,NAD_binding_1	GO:0016491,GO:0020037,GO:0055114
MT_RS02005	38.2739	73.9096	30.2989	63.6645	GerE,Guanylate_cyc,NB-ARC	GO:0006355,GO:0009190,GO:0016849,GO:0035556,GO:0043531
MT_RS02010	40.9407	41.0684	32.5375	43.2810	PE_PPE_C,PPE	
MT_RS02015	51.7148	45.1569	46.3247	43.8864	ATP-grasp	
MT_RS02020	217.3205	319.0650	325.6935	240.3335	Rhodanese	
MT_RS02025	76.1639	93.0595	93.5341	79.6223	Cys_Met_Meta_PP,DegT_DnrJ_EryC1	GO:0019346,GO:0030170
MT_RS02030	63.6328	77.0994	70.9504	74.5966	Pyr_redox,Pyr_redox_2	GO:0016491,GO:0055114
MT_RS02035	43.9027	52.3584	40.9400	49.1448	DUF222	
MT_RS02040	55.1735	92.9753	80.6095	96.3965		
MT_RS02045	5.0466	4.1961	5.3825	2.3800		
MT_RS02050	20.3987	19.1655	21.6029	17.6944		
MT_RS02055	13.5443	12.0387	19.6926	13.6872		
MT_RS02060	0.0000	0.0000	0.0000	0.0000		
MT_RS02065	185.2720	95.1875	200.0145	104.7079		
MT_RS02070	36.2539	26.5295	33.6030	29.0707	Beta-lactamase	
MT_RS02075	129.7810	96.4712	103.1128	116.0380	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS02080	93.2009	138.1500	133.4555	154.3565	DUF3054	
MT_RS02085	25.7659	22.9817	33.5290	19.0042	MMPL	GO:0016020
MT_RS02090	128.1105	40.1278	64.8144	40.8022	HTH_21,HTH_Tnp_1,rve,rve_3	GO:0003677,GO:0004803,GO:0006313,GO:0015074
MT_RS02100	52.0620	80.8378	58.2945	71.0598	Mycobact_memb	
MT_RS02105	31.2651	58.4879	46.8381	43.5305	AMP-binding	GO:0003824
MT_RS02110	16.8821	30.7358	22.4021	22.1533	Acyl_transf_1,KAsynt_C_assoc,Ketoacyl-synt_C,PP-binding,Thioesterase,ketoacyl-synt	GO:0009058,GO:0016788
MT_RS02115	79.7782	59.1606	68.1045	68.8174	Lactamase_B,Lactamase_B_2	
MT_RS02120	181.7700	121.7825	143.9320	123.3040	Bac_luciferase	GO:0016705,GO:0055114
MT_RS02125	72.6530	67.4077	68.6829	64.8024	AAA_26,DRTGG,PTA_PTB	GO:0016746
MT_RS02130	61.7505	55.6052	59.7503	50.8561	Acetate_kinase	GO:0016301,GO:0016310,GO:0016774
MT_RS02135	175.5630	122.7985	104.9109	79.7580	Pkinase,Pkinase_Tyr,PknG_TPR,PknG_rubred	GO:0004672,GO:0005524,GO:0006468
MT_RS02140	256.6575	165.5020	150.2470	110.6900	SBP_bac_3	
MT_RS02145	294.2990	229.8455	210.6010	173.9525		
MT_RS02150	209.5860	174.0610	149.5885	158.1910	NUDIX	GO:0016787
MT_RS02155	47.2452	64.2888	53.7498	66.3535	TMP-TENI	
MT_RS02160	78.4512	30.1969	45.6732	33.7180	DAO	GO:0016491,GO:0055114
MT_RS02165	0.0000	0.0000	0.0000	0.0000	ThiS	
MT_RS02170	72.8667	36.9983	57.4192	42.9874	ThiG	
MT_RS02175	120.6340	137.6445	182.6525	123.2185	PA,Peptidase_M20,Peptidase_M28	GO:0016787
MT_RS02180	197.3120	187.7840	214.4750	178.1750		
MT_RS02185	136.6760	76.2632	138.9725	62.1116		
MT_RS02190	99.4700	104.1387	108.7688	99.8477		
MT_RS02195	135.9650	140.7090	127.9195	123.7860	PfkB,Phos_pyr_kin	
MT_RS02200	362.5470	307.3750	343.9575	302.1015	ThiC-associated,ThiC_Rad_SAM	GO:0009228,GO:0051536
MT_RS02205	0.0000	0.0000	0.0000	0.0000		
MT_RS02210	213.8395	191.6410	166.7460	189.9815	Cation_ATPase_C,E1-E2_ATPase,Hydrolase	
MT_RS02215	607.1690	487.1730	618.2960	578.6435		
MT_RS02220	87.2801	103.5526	116.7850	92.4627	Exo_endo_phos	
MT_RS02225	32.9515	42.6055	48.4830	41.4967		
MT_RS02230	58.6934	79.5666	96.1114	68.6494	Pep_deformylase	
MT_RS02235	1922.3400	2971.4750	2633.5150	2168.9750	DUF3263	
MT_RS02240	261.9920	488.0535	402.1190	458.4950	LytR_C	
MT_RS02245	361.5870	671.0970	602.8890	740.8150	Sod_Cu	GO:0006801,GO:0046872
MT_RS02250	98.2248	180.8915	171.5535	179.6930	GCS2	GO:0004357,GO:0042398
MT_RS02255	103.2873	172.1510	143.4500	152.9780	LON_substr_bdg	
MT_RS02265	69.6685	90.6756	76.5484	75.0717	AAA,AAA_lid_3,CDC48_N	GO:0005524
MT_RS02270	92.5465	144.0730	129.7265	137.4605	CDP-OH_P_transf	GO:0008654,GO:0016020,GO:0016780
MT_RS02275	132.1720	174.3645	153.7785	169.9615	PS_Dcarbxylase	GO:0004609,GO:0008654
MT_RS02280	64.1332	65.3098	69.5482	56.3426	MoCF_biosynth,MoeA_C,MoeA_N	GO:0032324
MT_RS02285	42.5552	87.3242	84.9586	88.4639	Epimerase,KR,adh_short,adh_short_C2	GO:0003824,GO:0050662
MT_RS02290	827.5295	1372.6100	2056.8150	1574.8850	Cpn60_TCP1	GO:0005524
MT_RS02295	623.6200	525.2140	470.1705	449.8165		
MT_RS02300	35.0198	42.7326	27.0553	31.8459	PPE,Pentapeptide_2	
MT_RS02305	99.6698	135.5520	102.7762	134.4925	DUF664,DinB_2	
MT_RS02310	189.9235	238.1760	197.3005	195.6700	RskA	GO:0005886,GO:0016021
MT_RS02315	142.9800	227.8905	212.2505	190.7845	Sigma70_r2,Sigma70_r4,Sigma70_r4_2	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987
MT_RS02320	52.5570	82.3499	66.1002	72.7596	DUF1295,PEMT	
MT_RS02325	32.0266	40.0075	37.5598	30.7779	CMAS,Methyltransf_11,Methyltransf_23,Methyltransf_25	GO:0008168
MT_RS02330	46.3256	41.5460	54.0877	46.1735	DUF1365	
MT_RS02335	48.7103	43.8770	34.3408	36.4708	Amino_oxidase,NAD_binding_8	GO:0016491,GO:0055114
MT_RS02340	231.4050	249.0310	174.6845	173.7585	MMPL	GO:0016020
MT_RS02345	273.3610	257.4510	193.3000	207.3345	Mycobact_memb	
MT_RS02350	225.2930	145.0605	240.6840	122.6480	TetR_C_34,TetR_N	GO:0003677
MT_RS02355	24.9402	23.4457	29.5879	23.2478	PPE	
MT_RS02365	593.3380	994.0050	689.4525	878.1930	DUF5078	
MT_RS02370	29.8111	57.9967	40.1923	61.4808	ECH_1,ECH_2	GO:0003824,GO:0003860
MT_RS02375	3.3351	0.0000	0.0000	3.7146	PemK_toxin	GO:0003677
MT_RS02380	0.0000	0.0000	0.0000	0.0000		
MT_RS02385	44.0877	21.0055	45.2939	26.4513	Peptidase_S9,Peptidase_S9_N	GO:0004252,GO:0006508,GO:0008236,GO:0070008
MT_RS02390	149.0705	99.2105	90.6110	157.0450	Aldedh	GO:0016491,GO:0055114
MT_RS02395	146.3795	145.4385	114.3990	162.8630	DUF779	
MT_RS02400	0.0000	0.0000	0.0000	0.0000	Holin_9	
MT_RS02405	172.3140	230.3110	211.4450	221.3075		
MT_RS02410	286.3580	369.1550	350.5670	331.5625	FAD_binding_2,FAD_oxidored,GIDA,Pyr_redox,Pyr_redox_2,Pyr_redox_dim	GO:0016491,GO:0045454,GO:0055114
MT_RS02415	117.8107	175.0720	115.6370	97.1450		
MT_RS02420	182.9070	245.9785	274.0385	229.7550	CMD	GO:0051920,GO:0055114
MT_RS02425	78.5014	44.6324	81.9368	49.7388	DUF2083,HTH_19,HTH_3,HTH_31,Peptidase_M78	
MT_RS02430	164.3285	273.6775	280.3210	209.6795	Acyl-ACP_TE	GO:0006633,GO:0016790
MT_RS02435	222.0500	59.4034	1165.5100	324.8330	ICL,PEP_mutase	GO:0004451,GO:0019752
MT_RS02440	72.2711	116.9265	350.5005	161.8895	3HCDH,3HCDH_N	GO:0003857,GO:0006631,GO:0016491,GO:0055114
MT_RS02445	80.7504	136.9725	264.7655	119.3900		
MT_RS02450	361.5340	527.3800	449.6515	501.8825	CMAS,Methyltransf_11,Methyltransf_23,Methyltransf_25	GO:0008168
MT_RS02455	30.4156	31.9037	18.6269	23.8479		
MT_RS02460	89.2133	86.2335	67.2338	76.8727		
MT_RS02465	289.5520	361.1165	249.5465	305.6040	TetR_N	GO:0003677
MT_RS02470	86.0196	69.6269	55.7995	60.8074	DUF445	
MT_RS02475	203.3895	237.5290	173.1305	215.6500	HTH_3,HTH_31	
MT_RS02480	1309.5000	2111.9000	1643.4750	2036.8750		
MT_RS02485	0.0000	0.0000	0.0000	0.0000	DUF2516	
MT_RS02490	261.1765	315.8155	246.0190	287.5235	DUF2599	
MT_RS02495	74.0066	105.7175	78.4039	93.2484	DeoC	GO:0016829
MT_RS02500	272.8920	297.6480	367.3790	296.8905	DUF2993	
MT_RS02505	73.4174	96.6401	91.6663	90.5800	CN_hydrolase	GO:0006807
MT_RS02510	74.1541	181.9430	107.2175	127.5970	DUF2505	
MT_RS02515	49.4107	93.0673	62.5948	88.2756	FAD_binding_4,MurB_C	GO:0008762,GO:0016491,GO:0050660,GO:0055114
MT_RS02520	466.7400	256.6615	740.6190	265.6440	Big_10,YkuD	GO:0016740
MT_RS02525	109.7435	165.2840	142.7675	150.3400	Epimerase,KR,NAD_binding_10,adh_short,adh_short_C2	GO:0003824,GO:0050662
MT_RS02530	283.1870	158.5810	314.2120	142.2595	ROK	
MT_RS02535	302.4410	235.4850	159.5795	185.0270	Glyco_trans_1_2,Glyco_trans_1_4,Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1	
MT_RS02540	128.2850	107.1696	72.5183	71.9465	YbjN	
MT_RS02545	15.3610	29.0052	19.1384	25.8672	LysE	GO:0006865,GO:0016020
MT_RS02550	99.3399	134.9500	91.5145	118.9355	His_Phos_1	
MT_RS02555	363.1330	236.8100	194.3995	205.7005	HATPase_c,HisKA	GO:0000155,GO:0007165
MT_RS02560	195.8150	171.8960	148.0250	141.9230	Response_reg,Trans_reg_C	GO:0000160,GO:0003677,GO:0006355
MT_RS02565	50.1989	58.2999	42.6201	51.7158		
MT_RS02570	41.4709	38.2794	28.4389	40.7848		
MT_RS02575	35.8158	42.9629	31.7345	43.1715		
MT_RS02580	31.5894	25.5945	25.4090	23.8920	FCD,GntR,HTH_Crp_2	GO:0003677,GO:0003700,GO:0006355
MT_RS02585	189.0480	211.5150	156.8020	177.3775		
MT_RS02590	197.2995	225.3160	190.5225	174.4780	Ppx-GppA	
MT_RS02595	199.8845	244.5565	239.1070	216.4990		
MT_RS02600	66.7114	90.4867	76.8327	72.4497	AP_endonuc_2	
MT_RS02605	43.0990	58.1855	49.8087	52.7046	4HBT_3	
MT_RS02610	75.5908	133.7020	113.8135	113.7030	F420_oxidored,NAD_binding_2,P5CR_dimer	GO:0050661
MT_RS02615	0.0000	0.0000	0.0000	0.0000	HTH_17	
MT_RS02620	0.0000	0.0000	0.0000	0.0000	DUF1713	
MT_RS02625	203.9540	242.5225	255.1220	215.3995	3Beta_HSD,Epimerase,GDP_Man_Dehyd	GO:0003824,GO:0003854,GO:0006694,GO:0016616,GO:0050662,GO:0055114
MT_RS02630	708.8075	766.4235	658.7480	729.8560	Acyltransferase	GO:0016746
MT_RS02635	264.4615	725.0710	450.9740	668.9660	CMAS,Methyltransf_11,Methyltransf_23	GO:0008168
MT_RS02640	59.6497	96.7902	89.1731	85.9888	MaoC_dehydrat_N,MaoC_dehydratas	
MT_RS02645	245.9995	312.9145	223.3120	342.1090	HAD,Hydrolase,Hydrolase_3	
MT_RS02650	156.5400	260.9070	187.0860	198.6430	Mycobact_memb	
MT_RS02655	39.7161	75.8739	41.4090	65.7191	MMPL	GO:0016020
MT_RS02660	42.2071	145.2595	68.3723	121.4925	DUF836	
MT_RS02665	602.1625	660.8515	587.9625	559.3970	GlutR_N,GlutR_dimer,Shikimate_DH	GO:0008883,GO:0033014,GO:0050661,GO:0055114
MT_RS02670	342.5230	421.9180	367.3620	323.3125	Porphobil_deam,Porphobil_deamC	GO:0004418,GO:0033014
MT_RS02675	396.7330	461.2530	371.1445	403.6750	HEM4,TP_methylase	GO:0004852,GO:0008168,GO:0033014
MT_RS02680	166.6295	216.3405	162.4170	160.4750	ALAD	GO:0004655,GO:0033014,GO:0046872
MT_RS02685	201.5050	294.1265	212.3285	234.3735		
MT_RS02690	201.7870	258.1530	206.0460	206.3265		
MT_RS02695	293.7825	190.5965	135.7725	186.5575	DUF222	
MT_RS02700	1168.7600	2217.7650	1048.9300	2997.4550	STAS,STAS_2	
MT_RS02705	71.4176	134.2115	104.3770	135.6375	Acyl_transf_3	GO:0016747
MT_RS02710	73.4959	78.8655	97.6492	76.4527	Lipase_GDSL,Lipase_GDSL_2	GO:0016788
MT_RS02715	80.6389	101.3701	138.1200	95.4446	Esterase	
MT_RS02720	22.3871	39.8884	31.8691	33.0169	Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,Ubie_methyltran	GO:0008168
MT_RS02725	6.7564	6.8678	1.0261	3.5448		
MT_RS02730	72.7978	76.2791	67.6924	69.4710	AA_permease,AA_permease_2,Spore_permease	GO:0009847,GO:0016020,GO:0016021,GO:0022857,GO:0055085
MT_RS02735	80.8387	185.3740	102.9360	209.8250		
MT_RS02740	198.6160	159.0430	179.3985	128.9370	Aminotran_3	GO:0008483,GO:0030170
MT_RS02745	113.6970	107.7995	133.2590	92.6661	His_Phos_1	
MT_RS02750	87.2413	91.3529	97.8547	60.1424	AhpC-TSA,Redoxin,Thioredoxin,Thioredoxin_8	GO:0016209,GO:0016491,GO:0045454,GO:0055114
MT_RS02755	85.5082	86.8234	89.1711	67.3045	DsbD	GO:0016020,GO:0017004,GO:0055114
MT_RS02760	82.5318	87.6296	88.2544	68.0563	ResB	
MT_RS02765	85.9716	106.3455	98.3420	91.4499	Cytochrom_C_asm	GO:0017004,GO:0020037
MT_RS02770	409.0225	286.8940	367.4690	305.1580	AAA_31,CBP_BcsQ,CbiA	
MT_RS02775	0.0000	0.0000	0.0000	0.0000		
MT_RS02780	197.1710	180.7010	178.7940	136.7045	DUF4229	
MT_RS02785	33.7524	38.4575	35.8009	39.5614	PE	
MT_RS02790	59.2236	102.9520	88.1095	98.7771	ACP_syn_III,ACP_syn_III_C,FAE1_CUT1_RppA,Thiolase_N	GO:0004315,GO:0006633,GO:0016020,GO:0016747
MT_RS02795	44.0832	66.0447	67.6639	72.4968	UbiA	GO:0016021,GO:0016765
MT_RS02800	25.6897	30.0697	31.1998	29.8919	PNP_UDP_1	GO:0003824,GO:0009116
MT_RS02805	29.9915	37.1084	33.7529	35.1874	Epimerase,GDP_Man_Dehyd	GO:0003824,GO:0050662
MT_RS02810	172.6710	216.7255	174.1305	196.9895		
MT_RS02815	99.1178	77.0609	78.2360	93.3371		
MT_RS02820	284.1885	184.2750	158.8500	189.0360	Glycos_transf_2	
MT_RS02825	16.7994	21.3739	19.4542	22.5521	DUF2064	
MT_RS02830	47.6441	49.3692	43.9705	42.4488		
MT_RS02835	64.3654	84.6951	74.8075	72.2659	AMP-binding,AMP-binding_C	GO:0003824
MT_RS02840	1543.6000	1649.9450	1760.9850	1422.9550	DUF3349	
MT_RS02845	0.0000	0.0000	0.0000	0.0000		
MT_RS02850	492.9670	683.8160	578.9030	641.6520	PHO4	GO:0005315,GO:0006817,GO:0016020
MT_RS02855	173.3955	339.7095	294.8305	319.3100	Glyoxalase	
MT_RS02860	126.3030	118.4075	116.0335	124.9945	adh_short,adh_short_C2	
MT_RS02865	152.8940	128.9195	152.6505	129.8020	ECH_1,ECH_2	GO:0003824,GO:0003860
MT_RS02870	188.7590	63.7932	63.5365	64.6754	PIN	
MT_RS02875	0.0000	0.0000	0.0000	0.0000	CcdA	
MT_RS02880	35.7954	39.9375	34.3167	40.2932	AMP-binding,AMP-binding_C	GO:0003824
MT_RS02885	54.6230	50.9040	47.5630	52.2034	Amidohydro_1,Amidohydro_3	GO:0016787
MT_RS02890	41.5110	38.1996	33.4718	38.2447	Enolase_like_N,MR_MLE_C	
MT_RS02895	28.8681	51.0372	45.5601	42.1625	Abhydrolase_1,Abhydrolase_4,Abhydrolase_6,Hydrolase_4	
MT_RS02900	175.3790	207.6960	173.5350	191.8355	TPP_enzyme_N	GO:0030976
MT_RS02905	97.8412	141.5110	124.1970	129.4035		
MT_RS02910	92.0761	84.0453	64.9943	73.5445	Glyco_trans_1_4,Glyco_trans_4_2,Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1	
MT_RS02915	219.1540	213.8850	187.6080	234.7200	Methyltransf_11,Methyltransf_23,Methyltransf_25,Methyltransf_31,Ubie_methyltran	GO:0008168
MT_RS02920	1666.4050	2067.3950	1723.0000	1552.6300	DUF732	
MT_RS02925	64.8195	290.0390	57.5726	346.1565	CMAS,MTS,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,NodS,PrmA,TPMT,Ubie_methyltran	GO:0008168,GO:0008757,GO:0009312,GO:0009877
MT_RS02930	40.2843	35.9479	35.4896	32.9620	FAD_binding_2,FAD_binding_3,GIDA,HI0933_like,Lycopene_cycl,NAD_binding_8,Pyr_redox_2	GO:0016491,GO:0055114,GO:0071949
MT_RS02935	189.8485	265.0510	228.1265	209.7390	polyprenyl_synt	GO:0008299
MT_RS02940	621.9985	236.6405	370.7500	449.3810	Peptidase_M48	GO:0004222,GO:0006508
MT_RS02945	78.3760	52.9802	52.8226	59.5037	F420_oxidored,NAD_Gly3P_dh_C,NAD_Gly3P_dh_N	GO:0004367,GO:0005975,GO:0016616,GO:0046168,GO:0051287,GO:0055114
MT_RS02950	36.9624	41.8405	52.2251	43.9146	FMO-like,K_oxygenase,NAD_binding_8,Pyr_redox_2,Pyr_redox_3,Thi4	GO:0004499,GO:0016491,GO:0050660,GO:0050661,GO:0055114
MT_RS02955	44.6922	121.2220	105.6902	119.2110	DUF520	
MT_RS02965	127.0990	127.8105	156.9360	102.4951	Dimerisation2,MTS,Methyltransf_11,Methyltransf_2,Methyltransf_25	GO:0008168,GO:0008171
MT_RS02970	299.4260	244.7235	196.6615	188.5555	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS02975	0.0000	0.0000	0.0000	0.0000	DUF1918	
MT_RS02980	27.3226	20.5278	22.7857	22.9082	ATP-cone,Ribonuc_red_lgC,Ribonuc_red_lgN	GO:0004748,GO:0005524,GO:0006260,GO:0055114
