GENE	Glycerol_5.7_r1	Glycerol_5.7_r2	Glycerol_7_r1	Glycerol_7_r2	Pyruvate_5.7_r1	Pyruvate_5.7_r2	Pyruvate_7_r1	Pyruvate_7_r2	Pfam	GO
MT_RS01130	83.1087	100.9	56.879	53.1203	75.7048	84.0625	54.8191	53.9525	B12-binding,Radical_SAM	GO:0003824,GO:0031419,GO:0046872,GO:0051536
MT_RS01135	31.8871	33.7857	36.0643	37.0031	35.6106	37.7934	35.3774	36.5231	AMP-binding,AMP-binding_C	GO:0003824
MT_RS01140	41.7202	47.9149	38.3503	35.9112	37.3492	42.434	37.2018	35.8159	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS01145	42.636	41.9266	45.1317	45.721	51.1583	51.2465	42.6142	44.2425		
MT_RS01150	54.8145	53.3017	50.4541	48.9604	53.6151	58.8085	50.7617	55.0158	AXE1,Abhydrolase_3,COesterase	GO:0016787
MT_RS01155	37.6687	42.3879	24.5383	20.9151	32.968	35.9249	27.5615	21.6522	Oxidored_molyb	GO:0042128
MT_RS01160	13.0133	11.0686	9.32636	14.7634	13.4576	11.7469	13.2776	13.869		
MT_RS01165	435.187	465.991	626.541	614.552	512.173	531.772	637.498	624.034	Abhydrolase_3,COesterase,Peptidase_S9	GO:0006508,GO:0008236,GO:0016787
MT_RS01170	49.8349	58.116	68.4157	53.8656	53.1004	63.3175	59.7553	51.1279	DUF1298,WES_acyltransf	GO:0004144,GO:0045017
MT_RS01175	114.837	115.298	132.472	136.198	121.515	130.746	129.521	121.69	ECH_1,ECH_2	GO:0003824,GO:0003860
MT_RS01180	48.8695	51.7934	34.5836	36.789	49.9003	52.3161	35.6797	36.3756	Aldedh	GO:0016491,GO:0055114
MT_RS01185	34.1311	36.7832	56.1383	51.8861	44.41	47.3133	54.8592	51.624	Methyltransf_11,Methyltransf_23,Methyltransf_25	GO:0008168
MT_RS01190	103.602	107.486	216.271	189.893	136.101	150.531	190.823	149.92	Glyco_trans_1_2,Glyco_trans_1_4,Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1	
MT_RS01195	31.7641	33.2797	69.622	69.5114	44.3937	47.168	67.0842	63.3715		
MT_RS01200	180.553	191.011	387.859	426.198	341.854	323.504	369.09	409.641	PorA	
MT_RS01205	46.7643	48.9445	70.1241	67.0177	51.8513	55.4863	66.2542	64.2316	Acyl_transf_3	GO:0016747
MT_RS01210	88.0123	89.5649	184.905	182.742	104.776	133.97	138.721	150.006	PIN	
MT_RS01215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS01220	109.186	125.554	106.597	92.1666	104.629	110.566	104.898	100.361	PTE	GO:0008270,GO:0009056
MT_RS01225	70.2591	70.5327	144.764	152.333	130.783	125.144	146.132	183.87	Acyl-CoA_dh_1	GO:0016627,GO:0055114
MT_RS01230	241.448	246.52	304.478	255.831	146.479	166.855	304.229	236.909	TetR_N	GO:0003677
MT_RS01235	206.293	206.323	270.767	284.038	162.358	156.243	262.825	262.797	Ribonuc_red_sm	GO:0009263
MT_RS01240	156.242	153.606	98.8051	112.133	125.206	117.827	96.163	108.485	Aldedh	GO:0016491,GO:0055114
MT_RS01245	58.8845	65.0348	50.0785	42.083	74.0579	84.8605	47.9063	45.8579	LMF1	
MT_RS01250	65.0922	67.5525	137.602	111.702	77.1699	94.3533	116.193	93.747	DUF3367	GO:0016740
MT_RS01255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DUF2613	
MT_RS01260	60.663	71.9949	122.865	111.597	125.025	128.931	119.635	100.061	Glyco_hydro_3	GO:0004553,GO:0005975
MT_RS01265	114.964	145.217	158.932	117.276	116.497	141.26	121.036	87.6432	TetR_C_24,TetR_N	GO:0003677
MT_RS01270	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS01275	46.3768	51.9809	47.9737	44.9775	47.0016	56.5567	39.9198	38.4943	PIN	
MT_RS01280	178.968	180.86	365.168	371.634	194.095	199.74	270.212	347.481	MaoC_dehydratas	
MT_RS01285	162.089	164.402	286.177	288.929	144.961	140.246	198.917	235.632	KR,adh_short,adh_short_C2	
MT_RS01290	653.416	629.485	781.765	833.085	556.94	547.856	597.907	719.419	Thiolase_C,Thiolase_N	GO:0016747
MT_RS01295	124.138	133.577	151.94	159.861	133.857	145.947	288.428	273.432	Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,AcylCoA_DH_N	GO:0016627,GO:0055114
MT_RS01300	454.069	430.446	241.258	227.16	222.784	220.67	193.48	172.349	Flavin_Reduct	GO:0010181
MT_RS01305	39.4103	52.1044	61.7456	40.6391	44.997	57.4576	46.606	41.4944		
MT_RS01310	126.007	147.726	234.72	217.312	246.34	267.351	217.858	199.791	Fer2,Fer2_3,Fer4_8	GO:0009055,GO:0051536
MT_RS01315	164.816	176.341	248.551	266.684	296.029	302.67	243.131	245.65	FAD_binding_2,Succ_DH_flav_C	GO:0016491,GO:0055114
MT_RS01320	149.637	190.326	259.997	233.748	278.56	302.268	239.76	248.24		
MT_RS01325	1071.53	1251.43	1378.05	1107.82	746.643	853.015	1413.25	1109.78		
MT_RS01330	682.683	684.144	155.869	177.697	428.603	386.654	920.521	976.962	ArsA_HSP20,HSP20	
MT_RS01335	26.7822	28.2938	9.58187	9.1367	35.2314	42.3054	11.6689	11.0655	Fer2_BFD,NIR_SIR,NIR_SIR_ferr,Pyr_redox,Pyr_redox_2,Rubredoxin_C	GO:0016491,GO:0020037,GO:0051536,GO:0055114
MT_RS01340	37.312	34.3809	15.2423	16.1978	41.7269	57.5168	23.8648	18.41	Rieske_2	GO:0008942,GO:0055114
MT_RS01345	38.1206	36.0519	45.8064	43.4944	46.7376	51.7775	38.8017	38.8281	CobU	GO:0000166,GO:0009236,GO:0043752,GO:0051188
MT_RS01350	48.309	47.895	63.3815	60.3034	49.1487	55.2754	54.598	59.4442	AAA_26,CbiA,GATase_3	GO:0003824,GO:0009236
MT_RS01355	102.715	104.429	95.7515	90.9065	96.7182	99.3908	88.8003	88.4462	PPE	
MT_RS01365	113.97	108.689	84.9471	81.0809	82.4782	93.2384	97.8245	96.7898	TetR_C_16	
MT_RS01370	25.1817	22.1096	11.3174	7.3631	19.2528	23.7578	10.7993	9.23447	CbiX	GO:0009236,GO:0016852
MT_RS01375	7.68197	8.71201	3.30331	2.40111	8.96043	11.2551	3.10012	2.32474	HEM4,Trans_reg_C	GO:0000160,GO:0003677,GO:0004852,GO:0006355,GO:0033014
MT_RS01380	6.77841	7.81799	4.53306	4.03399	6.58473	7.64528	4.37016	4.62347	MFS_1	GO:0055085
MT_RS01385	348.308	354.452	197.288	188.157	173.273	173.953	224.65	189.766	Acetyltransf_1,Acetyltransf_9	GO:0008080
MT_RS01390	191.512	174.983	192.704	213.001	105.122	104.573	275.852	324.798	CT_A_B	
MT_RS01395	198.236	143.835	193.089	251.906	108.344	104.158	342.65	393.068	CT_C_D	
MT_RS01400	75.6988	66.565	97.0935	94.2632	70.1812	79.619	82.4533	79.8134	Peripla_BP_2	
MT_RS01405	44.1084	44.2495	34.2947	30.7289	45.1713	49.1014	30.9609	28.9998	Hydant_A_N,Hydantoinase_A,Hydantoinase_B	GO:0003824,GO:0016787
MT_RS01410	34.6707	37.8349	61.0096	58.7842	36.7946	37.2025	52.1724	53.1056	MFS_1	GO:0055085
MT_RS01415	272.109	237.518	515.16	414.637	260.498	278.148	443.308	250.545	PhdYeFM_antitox	
MT_RS01420	68.5262	68.4488	77.6849	83.0665	67.6204	68.553	77.9409	71.5021		
MT_RS01425	285.562	288.134	366.012	419.151	235.066	216.957	390.154	434.83	AMP-binding,AMP-binding_C	GO:0003824
MT_RS01430	141.708	143.803	235.396	253.389	143.966	145.02	249.101	263.49	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS01435	134.058	132.558	129.955	124.713	102.136	106.214	132.907	131.544		
MT_RS01440	77.4598	88.3236	79.5057	72.1657	74.3543	73.6636	72.0071	74.3116	TetR_N	GO:0003677
MT_RS01445	251.418	260.745	167.083	151.313	121.234	123.887	127.447	124.333	Glyoxalase	
MT_RS01450	771.494	753.353	231.193	210.095	170.044	174.69	187.963	223.151	TetR_N	GO:0003677
MT_RS01455	570.018	533.979	704.425	659.627	450.018	486.451	688.35	762.105	DUF2236	
MT_RS01460	67.4222	99.4571	99.0029	84.1956	76.1579	85.7376	87.7137	80.8835	PIN	
MT_RS01465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS01470	20.0837	19.2205	18.9696	23.6764	14.4854	16.3595	16.4682	19.5073	PE	
MT_RS01475	55.2543	51.0643	50.9667	48.6258	38.9748	52.6941	47.5899	42.4849	PE	
MT_RS01480	27.9584	30.172	53.8754	55.8419	65.0935	54.9871	39.9845	35.0123	PPE	
MT_RS01485	196.937	192.163	235.605	239.616	209.779	202.201	216.773	198.941	LCM	GO:0008168,GO:0032259
MT_RS01490	216.691	241.714	337.08	323.321	308.584	312.783	285.503	283.075	AAA,AAA_lid_6,Mg_chelatase,RuvB_N	GO:0005524,GO:0006281,GO:0006310,GO:0009378
MT_RS01495	259.819	262.38	360.388	381.391	318.608	315.165	319.513	322.146	T7SS_ESX1_EccB	
MT_RS01500	149.654	162.012	252.271	234.963	223.246	222.049	209.667	205.36	FtsK_SpoIIIE	GO:0000166,GO:0003677,GO:0005524
MT_RS01505	394.917	278.247	786.991	941.436	840.125	621.047	574.384	716.136	PE	
MT_RS01510	141.965	144.813	214.926	226.723	197.462	178.322	187.921	178.676	PPE	
MT_RS01515	1248.74	1356.59	1958.61	2218.21	1758.22	1560.77	1596.26	2020.45	WXG100	
MT_RS01520	890.334	1063.19	1300.19	1022.67	1193.3	1286.03	1211.85	956.674	WXG100	
MT_RS01525	308.495	347.003	419.211	475.153	371.551	334.825	424.694	434.742	ESX-1_EspG	
MT_RS01530	268.259	285.088	405.613	454.195	315.518	291.897	391.702	418.005	YukD	
MT_RS01535	225.634	230.667	347.014	364.838	271.436	259.943	311.663	301.057	Peptidase_S8	GO:0004252,GO:0006508
MT_RS01540	104.157	118.22	172.21	135.086	122.808	129.837	150.336	123.627	EccE	
MT_RS01545	269.51	309.842	141.494	105.403	121.691	138.79	103.197	94.8448	Abhydrolase_1	
MT_RS01550	19.4224	20.6763	27.3854	21.8083	24.9829	31.2644	25.5347	19.4251	MTS,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31	GO:0008168
MT_RS01555	118.704	126.181	205.919	185.102	186.774	214.271	186.793	154.185	Sulphotransf	
MT_RS01560	59.7532	56.4425	108.708	100.34	116.295	120.906	103.955	115.953	Phosphodiest,Sulfatase	GO:0003824,GO:0008484
MT_RS01565	469.572	421.276	264.983	284.44	211.868	225.443	273.814	321.462	PE	
MT_RS01570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	RHH_1	GO:0006355
MT_RS01575	504.324	462.067	746.651	791.342	813.211	703.105	837.805	868.158		
MT_RS01580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	RHH_1	GO:0006355
MT_RS01585	150.854	173.098	216.269	172.296	205.155	211.316	179.058	142.91	PIN	
MT_RS01590	49.7846	60.7559	78.6039	70.5878	61.9612	80.3507	77.5784	69.8475	TetR_C_6,TetR_N	GO:0003677
MT_RS01595	59.7527	60.1062	67.5779	63.4695	62.7861	75.4734	67.8988	64.5593	KR,adh_short,adh_short_C2	
MT_RS01600	20.3419	23.8605	32.8409	25.1512	18.8015	20.3681	27.3312	24.6872	PPE,Pentapeptide_2	
MT_RS01605	36.1802	40.5965	29.8793	34.7337	42.8968	38.2761	36.7923	45.2156	Nitroreductase	
MT_RS01610	344.126	322.918	118.86	114.623	219.418	220.5	225.099	237.99		
MT_RS01615	322.564	343.32	331.777	350.309	506.796	493.093	353.204	381.052	PAP2	
MT_RS01620	520.847	509.716	865.032	895.048	601.241	621.419	757.543	886.124		
MT_RS01625	54.3155	57.3503	76.1089	82.1536	78.0394	78.89	77.7805	73.191	SnoaL_4	
MT_RS01630	87.6843	100.808	25.1441	24.3528	33.0281	32.6599	39.3793	40.9665		
MT_RS01635	197.766	192.95	242.402	233.484	178.996	186.614	194.752	190.025	HSP70	
MT_RS01640	1222.04	1336.4	764.12	638.963	602.816	701.831	731.886	548.687		
MT_RS01645	339.903	331.813	613.535	658.512	414.489	410.357	598.069	652.697		
MT_RS01650	284.269	281.359	768.151	795.076	667.461	713.325	691.494	792.562	Glyco_hydro_16	GO:0004553,GO:0005975
MT_RS01655	72.639	80.514	123.072	96.8958	93.222	115.095	109.905	80.3283	MIase	
MT_RS01660	143.596	144.285	158.271	135.646	144.963	153.919	142.332	138.937	GDPD	GO:0006629,GO:0008081
MT_RS01670	43.6059	41.6871	73.1442	83.5243	58.9182	56.9309	70.8191	71.3715	Zip	GO:0016020,GO:0030001,GO:0046873,GO:0055085
MT_RS01675	41.1956	42.7953	58.3527	56.1874	45.7822	53.1174	54.3638	48.4745	Peptidase_C15	
MT_RS01680	22.5097	26.3961	178.841	225.35	22.7848	24.2038	141.825	164.284		
MT_RS01685	118.074	124.556	255.794	267.619	205.029	202.652	245.909	264.333	DCD,dUTPase	GO:0008829,GO:0009394
MT_RS01690	16.855	21.2068	12.2335	7.98446	13.4822	15.0893	11.5106	8.2462	UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N	GO:0016616,GO:0051287,GO:0055114
MT_RS01695	33.2729	35.2385	33.8799	31.6036	31.9891	33.1888	35.8625	34.6576	PIG-L	
MT_RS01700	40.0592	42.6583	28.9312	34.3097	25.0907	25.3105	29.0516	30.2553	HTH_20,HTH_5,HTH_IclR,Rhodanese	GO:0003677,GO:0003700,GO:0006355
MT_RS01705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS01710	8.05846	16.646	9.50457	11.2746	11.213	12.0865	12.6225	4.635	Methyltransf_11,Methyltransf_25	GO:0008168
MT_RS01715	20.5217	20.2585	16.8602	14.3337	24.2692	26.2656	16.1216	15.0695	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS01720	118.709	112.517	135.754	156.222	84.9339	87.2397	126.466	127.29	TetR_C_6,TetR_N	GO:0003677
MT_RS01725	29.0212	36.7923	53.5981	46.2736	36.1393	39.946	41.5379	39.1515	Methyltransf_11,Methyltransf_23,Methyltransf_25,Methyltransf_31,Ubie_methyltran	GO:0008168
MT_RS01730	23.9896	20.6945	23.5269	20.2795	23.809	25.4523	22.1936	20.1438	TetR_N	GO:0003677
MT_RS01735	26.3752	27.0091	37.4988	38.3127	31.0084	29.9294	37.6712	43.7919	Pyr_redox_2	GO:0016491,GO:0055114
MT_RS01740	175.668	157.361	160.674	176.09	164.598	166.434	159.414	153.907	MDMPI_C,MDMPI_N	GO:0046872
MT_RS01745	198.163	155.74	206.758	229.421	225.957	243.715	240.526	214.01	SnoaL_2	
MT_RS01750	46.6699	50.0707	49.5052	45.4197	59.026	55.6005	53.294	49.5882	NTP_transf_3,NTP_transferase	GO:0009058,GO:0016779
MT_RS01760	232.652	230.13	96.6908	82.7881	67.4278	74.7369	51.5522	37.9301	DUF222	
MT_RS01765	145.297	159.005	187.092	162.429	163.393	182.636	158.529	142.973	Aminotran_1_2,DegT_DnrJ_EryC1	GO:0009058,GO:0030170
MT_RS01770	220.861	247.049	313.425	302.785	305.844	302.901	269.874	269.512	CCG,Fer4_10,Fer4_8,Fer4_9	
MT_RS01775	40.2556	43.6735	56.8908	48.5838	35.3334	42.7776	45.0845	39.1671	GerE	GO:0006355
MT_RS01780	114.993	125.664	149.376	142.052	76.2942	76.8628	123.961	103.906		
MT_RS01785	504.096	477.63	1423.43	1732.78	96.4483	90.5191	447.844	472.438		
MT_RS01790	114.891	121.83	171.05	173.444	56.4895	58.089	88.6534	82.0529	Dynamin_N,MMR_HSR1	GO:0005525
MT_RS01795	157.823	159.384	243.841	208.716	140.346	154.751	173.548	136.016	Dynamin_N,MMR_HSR1	GO:0005525
MT_RS01800	84.6211	79.2124	126.547	123.192	118.11	130.54	112.324	115.183		
MT_RS01805	121.569	109.808	133.65	100.207	109.329	128.683	131.821	111.983	NTP_transf_3	
MT_RS01810	184.049	195.495	323.54	340.67	269.482	276.279	336.98	344.062	AA_permease,AA_permease_2	GO:0016020,GO:0022857,GO:0055085
MT_RS01815	90.2823	98.8748	99.9737	90.5965	85.0656	95.3515	95.7023	106.143		
MT_RS01820	183.625	224.967	155.001	153.406	210.042	247.028	137.047	143.61		
MT_RS01825	72.0956	75.162	76.3418	73.6545	57.5437	67.3325	58.8756	59.6433		
MT_RS01830	448.663	477.938	269.572	315.582	875.38	741.627	321.64	369.69	HSP70,MreB_Mbl	
MT_RS01835	131.541	143.206	97.8241	92.5432	258.735	240.925	110.958	81.2156	GrpE	GO:0000774,GO:0006457,GO:0042803,GO:0051087
MT_RS01840	324.749	335.735	225.238	223.345	425.051	431.424	233.172	220.914	DnaJ,DnaJ_C,DnaJ_CXXCXGXG	GO:0031072,GO:0051082
MT_RS01845	159.429	136.855	125.675	110.227	195.124	192.287	116.605	82.4771	MerR,MerR_1,MerR_2	GO:0003677,GO:0006355
MT_RS01850	22.6569	28.5437	33.9449	24.4767	22.9653	25.8377	23.726	21.4976	PPE,Pentapeptide_2	
MT_RS01855	142.433	132.404	219.547	186.785	163.268	200.961	192.016	171.717	4HBT	
MT_RS01860	62.4154	58.2639	73.3984	73.6289	74.6821	74.9994	65.1	69.2167	Adenylsucc_synt	GO:0004019,GO:0005525,GO:0006164
MT_RS01865	31.5906	25.7686	39.5502	41.4388	35.4219	34.1765	33.3602	38.2675		
MT_RS01870	43.2122	38.992	71.8381	69.7645	61.9756	59.2698	64.6845	66.0328		
MT_RS01875	117.893	86.8192	135.87	221.094	125.244	98.1616	178.926	181.693	DUF3151	
MT_RS01880	127.212	133.824	145.713	142.46	228.662	218.642	155.186	133.029		
MT_RS01885	32.6799	32.8309	47.9223	42.7691	44.4984	50.0568	45.7042	36.2505	CBS,MgtE,MgtE_N	GO:0006812,GO:0008324
MT_RS01890	223.96	223.599	266.675	329.183	320.835	279.185	278.816	341.107	F_bP_aldolase	GO:0005975,GO:0008270,GO:0016832
MT_RS01895	224.868	238.981	386.014	421.421	372.107	366.371	378.46	385.918	SNARE_assoc	
MT_RS01900	57.2053	53.6764	50.8914	51.785	40.7198	46.8637	51.568	47.0245	Glyco_hydro_76	
MT_RS01905	19.4014	21.6265	25.608	19.7884	20.0247	20.8289	18.9776	15.5261	AAA_33,Zeta_toxin	GO:0005524,GO:0016301
MT_RS01910	785.851	672.359	441.719	491.258	419.583	407.118	413.768	376.782	ParD_like	
MT_RS01915	12.0757	13.723	8.0699	8.08513	10.9693	11.5301	9.82185	8.34546	VWA_CoxE	
MT_RS01920	31.1142	34.64	19.9412	20.5654	28.44	34.9256	30.3127	21.6844	COXG,Polyketide_cyc2	
MT_RS01925	15.8172	21.4657	8.49977	7.62054	15.3082	17.7548	8.86479	6.58548	AAA,AAA_5	GO:0005524,GO:0016887
MT_RS01930	11.4366	10.4224	3.95185	4.59602	8.08944	6.89192	6.88569	4.64332	NTP_transf_3	
MT_RS01935	8.30532	10.4281	4.38767	3.46126	6.3347	6.62381	5.52891	4.96433	XdhC_C,XdhC_CoxI	
MT_RS01940	16.3735	17.2682	9.18875	9.60816	11.2094	10.6876	9.8568	10.5944	Ald_Xan_dh_C,Ald_Xan_dh_C2	GO:0016491,GO:0055114
MT_RS01945	14.3127	14.0141	5.66795	6.03422	9.94237	7.23884	7.11673	7.80434	Fer2,Fer2_2	GO:0009055,GO:0016491,GO:0046872,GO:0051536,GO:0055114
MT_RS01950	11.2713	9.92632	7.7977	8.48015	8.67918	10.3227	10.3352	10.5597	CO_deh_flav_C,FAD_binding_5	GO:0016491,GO:0055114
MT_RS01955	76.1459	72.499	19.5357	19.2543	29.445	28.1776	20.9313	21.9854	XdhC_C,XdhC_CoxI	
MT_RS01960	62.6853	64.1889	41.1087	36.589	39.7662	46.7383	42.8584	38.1208	HTH_1,LysR_substrate	GO:0003700,GO:0006355
MT_RS01965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS01970	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Dodecin	
MT_RS01975	102.157	98.4363	236.845	201.856	142.258	176.971	227.547	196.094	SpoU_methylase	GO:0003723,GO:0006396,GO:0008173
MT_RS01980	205.53	209.049	306.164	214.796	215.487	260.565	241.463	193.818		
MT_RS01985	130.743	155.963	194.073	159.399	144.147	158.6	161.992	134.989	Pribosyltran	GO:0009116
MT_RS01990	576.568	586.444	609.232	583.081	509.278	522.499	545.423	449.921		
MT_RS01995	209.904	187.376	118.719	143.226	184.318	164.603	185.722	211.1	AAA,AAA_2,AAA_5,AAA_lid_9,ClpB_D2-small,Clp_N,Sigma54_activat	GO:0005524,GO:0006355,GO:0008134,GO:0016887
MT_RS02000	63.0728	66.5756	48.1257	37.5757	48.6551	62.2393	45.5187	38.6426	FAD_binding_6,Globin,NAD_binding_1	GO:0016491,GO:0020037,GO:0055114
MT_RS02005	37.9722	38.5756	76.212	71.6072	28.3195	32.2782	65.7174	61.6117	GerE,Guanylate_cyc,NB-ARC	GO:0006355,GO:0009190,GO:0016849,GO:0035556,GO:0043531
MT_RS02010	39.5423	42.3392	37.6936	44.4432	32.2285	32.8465	41.7258	44.8361	PE_PPE_C,PPE	
MT_RS02015	54.4789	48.9507	44.1085	46.2053	44.4132	48.2362	44.388	43.3847	ATP-grasp	
MT_RS02020	228.84	205.801	309.5	328.63	336.946	314.441	270.091	210.576	Rhodanese	
MT_RS02025	74.2954	78.0325	95.6407	90.4783	91.2683	95.8	86.0292	73.2153	Cys_Met_Meta_PP,DegT_DnrJ_EryC1	GO:0019346,GO:0030170
MT_RS02030	63.9241	63.3415	76.8127	77.386	71.5347	70.3661	70.268	78.9253	Pyr_redox,Pyr_redox_2	GO:0016491,GO:0055114
MT_RS02035	42.8237	44.9816	55.5767	49.1401	37.7116	44.1685	49.3987	48.8909	DUF222	
MT_RS02040	56.669	53.6779	90.0514	95.8991	78.7997	82.4192	91.3199	101.473		
MT_RS02045	2.84182	7.25145	4.83915	3.553	4.79787	5.96721	2.33695	2.42296		
MT_RS02050	12.1775	28.62	24.308	14.023	22.0576	21.1482	25.8258	9.56294		
MT_RS02055	17.2086	9.88	13.3197	10.7576	20.6727	18.7125	16.9817	10.3928		
MT_RS02060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS02065	189.698	180.846	94.0793	96.2957	204.16	195.869	95.4757	113.94		
MT_RS02070	33.4559	39.0519	29.1511	23.9078	32.3138	34.8922	26.5544	31.587	Beta-lactamase	
MT_RS02075	130.387	129.175	85.9724	106.97	107.022	99.2036	110.4	121.676	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS02080	99.0203	87.3815	141.151	135.149	142.529	124.382	179.143	129.57	DUF3054	
MT_RS02085	22.0141	29.5177	27.5124	18.4511	30.8507	36.2074	21.62	16.3883	MMPL	GO:0016020
MT_RS02090	124.91	131.311	45.9512	34.3044	61.4877	68.141	45.3786	36.2258	HTH_21,HTH_Tnp_1,rve,rve_3	GO:0003677,GO:0004803,GO:0006313,GO:0015074
MT_RS02100	50.2694	53.8547	82.2739	79.4017	61.0488	55.5402	70.6861	71.4336	Mycobact_memb	
MT_RS02105	29.8136	32.7165	63.9549	53.0209	45.7708	47.9054	44.314	42.7469	AMP-binding	GO:0003824
MT_RS02110	15.2851	18.4791	33.6441	27.8274	20.9313	23.8728	24.4803	19.8263	Acyl_transf_1,KAsynt_C_assoc,Ketoacyl-synt_C,PP-binding,Thioesterase,ketoacyl-synt	GO:0009058,GO:0016788
MT_RS02115	74.2655	85.291	61.249	57.0722	68.6123	67.5967	65.3591	72.2757	Lactamase_B,Lactamase_B_2	
MT_RS02120	172.024	191.516	122.539	121.026	141.155	146.709	124.624	121.984	Bac_luciferase	GO:0016705,GO:0055114
MT_RS02125	68.3972	76.9087	72.7603	62.055	62.8716	74.4941	70.6566	58.9482	AAA_26,DRTGG,PTA_PTB	GO:0016746
MT_RS02130	58.9841	64.5168	59.6062	51.6042	56.7005	62.8001	55.3686	46.3437	Acetate_kinase	GO:0016301,GO:0016310,GO:0016774
MT_RS02135	167.42	183.706	134.597	111.0	97.1019	112.72	84.5077	75.0084	Pkinase,Pkinase_Tyr,PknG_TPR,PknG_rubred	GO:0004672,GO:0005524,GO:0006468
MT_RS02140	252.107	261.208	177.784	153.22	144.202	156.292	115.361	106.019	SBP_bac_3	
MT_RS02145	299.581	289.017	248.733	210.958	203.575	217.627	190.895	157.01		
MT_RS02150	214.342	204.83	181.667	166.455	148.109	151.068	163.005	153.377	NUDIX	GO:0016787
MT_RS02155	43.8009	50.6896	64.6543	63.9234	50.9631	56.5365	63.8708	68.8361	TMP-TENI	
MT_RS02160	79.7185	77.1839	31.367	29.0267	46.4157	44.9307	35.0362	32.3998	DAO	GO:0016491,GO:0055114
MT_RS02165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ThiS	
MT_RS02170	73.2127	72.5208	38.2178	35.7788	56.3003	58.538	43.7274	42.2473	ThiG	
MT_RS02175	118.692	122.576	139.469	135.82	175.427	189.878	129.29	117.147	PA,Peptidase_M20,Peptidase_M28	GO:0016787
MT_RS02180	192.708	201.916	200.462	175.106	202.332	226.618	188.951	167.399		
MT_RS02185	116.19	157.162	93.6799	58.8466	143.211	134.734	70.3339	53.8892		
MT_RS02190	91.1889	107.751	119.186	89.0913	92.7796	124.758	107.618	92.0774		
MT_RS02195	131.601	140.329	143.073	138.345	115.952	139.887	140.687	106.885	PfkB,Phos_pyr_kin	
MT_RS02200	354.94	370.154	309.815	304.935	340.077	347.838	299.249	304.954	ThiC-associated,ThiC_Rad_SAM	GO:0009228,GO:0051536
MT_RS02205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS02210	205.39	222.289	199.078	184.204	154.465	179.027	200.914	179.049	Cation_ATPase_C,E1-E2_ATPase,Hydrolase	
MT_RS02215	703.846	510.492	393.315	581.031	690.689	545.903	558.303	598.984		
MT_RS02220	85.3058	89.2544	107.892	99.2132	116.821	116.749	87.6669	97.2585	Exo_endo_phos	
MT_RS02225	32.8887	33.0143	45.9438	39.2671	45.342	51.6241	42.1525	40.8408		
MT_RS02230	59.0212	58.3656	83.9372	75.196	85.9337	106.289	71.7119	65.5869	Pep_deformylase	
MT_RS02235	2092.47	1752.21	2890.19	3052.76	2623.71	2643.32	2273.3	2064.65	DUF3263	
MT_RS02240	255.74	268.244	460.37	515.737	396.001	408.237	452.462	464.528	LytR_C	
MT_RS02245	375.83	347.344	620.401	721.793	627.598	578.18	686.596	795.034	Sod_Cu	GO:0006801,GO:0046872
MT_RS02250	92.9766	103.473	189.498	172.285	160.105	183.002	188.884	170.502	GCS2	GO:0004357,GO:0042398
MT_RS02255	95.7156	110.859	184.425	159.877	127.942	158.958	175.007	130.949	LON_substr_bdg	
MT_RS02265	67.2349	72.102	95.6347	85.7166	70.2024	82.8944	80.9016	69.2417	AAA,AAA_lid_3,CDC48_N	GO:0005524
MT_RS02270	90.5842	94.5088	146.948	141.198	118.686	140.767	141.401	133.52	CDP-OH_P_transf	GO:0008654,GO:0016020,GO:0016780
